company,plan_accepted,region,first_name,middle_name,last_name,degree,office_name,url,street_address,city,state,zip,phone,fax,speciality,npi.npi_id,npi.url,npi.search_url,npi.first_name,npi.middle_name,npi.last_name,npi.type,npi.street_address,npi.city,npi.state,npi.zip,npi.phone,npi.fax,npi.specialty,npi.full_address,accepting_new_patients
BCBS10,Blue Card PPO Basic10,PA10,Kaitlin10,M10,Blakeley10,,Novacare Rehabilitation10,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT10,3113 Green Garden Rd2,Aliquippa10,PA10,150020,(724) 378-82290,,Physical Therapist10,16495117680,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US10,KAITLIN10,,BLAKELEY10,Individual10,2965 W LIBERTY AVE2,PITTSBURGH10,PA10,15216-25470,412-572-31940,,Physical Therapist10,"2965 W LIBERTY AVE, PITTSBURGH2",FALSE10
BCBS11,Blue Card PPO Basic11,PA11,Kaitlin11,M11,Blakeley11,,Novacare Rehabilitation11,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT11,3114 Green Garden Rd1,Aliquippa11,PA11,150021,(724) 378-82291,,Physical Therapist11,16495117681,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US11,KAITLIN11,,BLAKELEY11,Individual11,2966 W LIBERTY AVE1,PITTSBURGH11,PA11,15216-25471,412-572-31941,,Physical Therapist11,"2966 W LIBERTY AVE, PITTSBURGH1",FALSE11
BCBS12,Blue Card PPO Basic12,PA12,Kaitlin12,M12,Blakeley12,,Novacare Rehabilitation12,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT12,3114 Green Garden Rd2,Aliquippa12,PA12,150022,(724) 378-82292,,Physical Therapist12,16495117682,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US12,KAITLIN12,,BLAKELEY12,Individual12,2966 W LIBERTY AVE2,PITTSBURGH12,PA12,15216-25472,412-572-31942,,Physical Therapist12,"2966 W LIBERTY AVE, PITTSBURGH2",FALSE12
BCBS13,Blue Card PPO Basic13,PA13,Kaitlin13,M13,Blakeley13,,Novacare Rehabilitation13,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT13,3115 Green Garden Rd1,Aliquippa13,PA13,150023,(724) 378-82293,,Physical Therapist13,16495117683,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US13,KAITLIN13,,BLAKELEY13,Individual13,2967 W LIBERTY AVE1,PITTSBURGH13,PA13,15216-25473,412-572-31943,,Physical Therapist13,"2967 W LIBERTY AVE, PITTSBURGH1",FALSE13
BCBS14,Blue Card PPO Basic14,PA14,Kaitlin14,M14,Blakeley14,,Novacare Rehabilitation14,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT14,3115 Green Garden Rd2,Aliquippa14,PA14,150024,(724) 378-82294,,Physical Therapist14,16495117684,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US14,KAITLIN14,,BLAKELEY14,Individual14,2967 W LIBERTY AVE2,PITTSBURGH14,PA14,15216-25474,412-572-31944,,Physical Therapist14,"2967 W LIBERTY AVE, PITTSBURGH2",FALSE14
BCBS15,Blue Card PPO Basic15,PA15,Kaitlin15,M15,Blakeley15,,Novacare Rehabilitation15,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT15,3116 Green Garden Rd1,Aliquippa15,PA15,150025,(724) 378-82295,,Physical Therapist15,16495117685,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US15,KAITLIN15,,BLAKELEY15,Individual15,2968 W LIBERTY AVE1,PITTSBURGH15,PA15,15216-25475,412-572-31945,,Physical Therapist15,"2968 W LIBERTY AVE, PITTSBURGH1",FALSE15
BCBS16,Blue Card PPO Basic16,PA16,Kaitlin16,M16,Blakeley16,,Novacare Rehabilitation16,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT16,3116 Green Garden Rd2,Aliquippa16,PA16,150026,(724) 378-82296,,Physical Therapist16,16495117686,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US16,KAITLIN16,,BLAKELEY16,Individual16,2968 W LIBERTY AVE2,PITTSBURGH16,PA16,15216-25476,412-572-31946,,Physical Therapist16,"2968 W LIBERTY AVE, PITTSBURGH2",FALSE16
BCBS17,Blue Card PPO Basic17,PA17,Kaitlin17,M17,Blakeley17,,Novacare Rehabilitation17,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT17,3117 Green Garden Rd1,Aliquippa17,PA17,150027,(724) 378-82297,,Physical Therapist17,16495117687,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US17,KAITLIN17,,BLAKELEY17,Individual17,2969 W LIBERTY AVE1,PITTSBURGH17,PA17,15216-25477,412-572-31947,,Physical Therapist17,"2969 W LIBERTY AVE, PITTSBURGH1",FALSE17
BCBS18,Blue Card PPO Basic18,PA18,Kaitlin18,M18,Blakeley18,,Novacare Rehabilitation18,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT18,3117 Green Garden Rd2,Aliquippa18,PA18,150028,(724) 378-82298,,Physical Therapist18,16495117688,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US18,KAITLIN18,,BLAKELEY18,Individual18,2969 W LIBERTY AVE2,PITTSBURGH18,PA18,15216-25478,412-572-31948,,Physical Therapist18,"2969 W LIBERTY AVE, PITTSBURGH2",FALSE18
BCBS19,Blue Card PPO Basic19,PA19,Kaitlin19,M19,Blakeley19,,Novacare Rehabilitation19,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT19,3118 Green Garden Rd1,Aliquippa19,PA19,150029,(724) 378-82299,,Physical Therapist19,16495117689,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US19,KAITLIN19,,BLAKELEY19,Individual19,2970 W LIBERTY AVE1,PITTSBURGH19,PA19,15216-25479,412-572-31949,,Physical Therapist19,"2970 W LIBERTY AVE, PITTSBURGH1",FALSE19
BCBS20,Blue Card PPO Basic20,PA20,Kaitlin20,M20,Blakeley20,,Novacare Rehabilitation20,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT20,3118 Green Garden Rd2,Aliquippa20,PA20,150030,(724) 378-82300,,Physical Therapist20,16495117690,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US20,KAITLIN20,,BLAKELEY20,Individual20,2970 W LIBERTY AVE2,PITTSBURGH20,PA20,15216-25480,412-572-31950,,Physical Therapist20,"2970 W LIBERTY AVE, PITTSBURGH2",FALSE20
BCBS21,Blue Card PPO Basic21,PA21,Kaitlin21,M21,Blakeley21,,Novacare Rehabilitation21,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT21,3119 Green Garden Rd1,Aliquippa21,PA21,150031,(724) 378-82301,,Physical Therapist21,16495117691,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US21,KAITLIN21,,BLAKELEY21,Individual21,2971 W LIBERTY AVE1,PITTSBURGH21,PA21,15216-25481,412-572-31951,,Physical Therapist21,"2971 W LIBERTY AVE, PITTSBURGH1",FALSE21
BCBS22,Blue Card PPO Basic22,PA22,Kaitlin22,M22,Blakeley22,,Novacare Rehabilitation22,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT22,3119 Green Garden Rd2,Aliquippa22,PA22,150032,(724) 378-82302,,Physical Therapist22,16495117692,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US22,KAITLIN22,,BLAKELEY22,Individual22,2971 W LIBERTY AVE2,PITTSBURGH22,PA22,15216-25482,412-572-31952,,Physical Therapist22,"2971 W LIBERTY AVE, PITTSBURGH2",FALSE22
BCBS23,Blue Card PPO Basic23,PA23,Kaitlin23,M23,Blakeley23,,Novacare Rehabilitation23,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT23,3120 Green Garden Rd1,Aliquippa23,PA23,150033,(724) 378-82303,,Physical Therapist23,16495117693,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US23,KAITLIN23,,BLAKELEY23,Individual23,2972 W LIBERTY AVE1,PITTSBURGH23,PA23,15216-25483,412-572-31953,,Physical Therapist23,"2972 W LIBERTY AVE, PITTSBURGH1",FALSE23
BCBS24,Blue Card PPO Basic24,PA24,Kaitlin24,M24,Blakeley24,,Novacare Rehabilitation24,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT24,3120 Green Garden Rd2,Aliquippa24,PA24,150034,(724) 378-82304,,Physical Therapist24,16495117694,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US24,KAITLIN24,,BLAKELEY24,Individual24,2972 W LIBERTY AVE2,PITTSBURGH24,PA24,15216-25484,412-572-31954,,Physical Therapist24,"2972 W LIBERTY AVE, PITTSBURGH2",FALSE24
BCBS25,Blue Card PPO Basic25,PA25,Kaitlin25,M25,Blakeley25,,Novacare Rehabilitation25,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT25,3121 Green Garden Rd1,Aliquippa25,PA25,150035,(724) 378-82305,,Physical Therapist25,16495117695,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US25,KAITLIN25,,BLAKELEY25,Individual25,2973 W LIBERTY AVE1,PITTSBURGH25,PA25,15216-25485,412-572-31955,,Physical Therapist25,"2973 W LIBERTY AVE, PITTSBURGH1",FALSE25
BCBS26,Blue Card PPO Basic26,PA26,Kaitlin26,M26,Blakeley26,,Novacare Rehabilitation26,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT26,3121 Green Garden Rd2,Aliquippa26,PA26,150036,(724) 378-82306,,Physical Therapist26,16495117696,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US26,KAITLIN26,,BLAKELEY26,Individual26,2973 W LIBERTY AVE2,PITTSBURGH26,PA26,15216-25486,412-572-31956,,Physical Therapist26,"2973 W LIBERTY AVE, PITTSBURGH2",FALSE26
BCBS27,Blue Card PPO Basic27,PA27,Kaitlin27,M27,Blakeley27,,Novacare Rehabilitation27,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT27,3122 Green Garden Rd1,Aliquippa27,PA27,150037,(724) 378-82307,,Physical Therapist27,16495117697,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US27,KAITLIN27,,BLAKELEY27,Individual27,2974 W LIBERTY AVE1,PITTSBURGH27,PA27,15216-25487,412-572-31957,,Physical Therapist27,"2974 W LIBERTY AVE, PITTSBURGH1",FALSE27
BCBS28,Blue Card PPO Basic28,PA28,Kaitlin28,M28,Blakeley28,,Novacare Rehabilitation28,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT28,3122 Green Garden Rd2,Aliquippa28,PA28,150038,(724) 378-82308,,Physical Therapist28,16495117698,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US28,KAITLIN28,,BLAKELEY28,Individual28,2974 W LIBERTY AVE2,PITTSBURGH28,PA28,15216-25488,412-572-31958,,Physical Therapist28,"2974 W LIBERTY AVE, PITTSBURGH2",FALSE28
BCBS29,Blue Card PPO Basic29,PA29,Kaitlin29,M29,Blakeley29,,Novacare Rehabilitation29,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT29,3123 Green Garden Rd1,Aliquippa29,PA29,150039,(724) 378-82309,,Physical Therapist29,16495117699,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US29,KAITLIN29,,BLAKELEY29,Individual29,2975 W LIBERTY AVE1,PITTSBURGH29,PA29,15216-25489,412-572-31959,,Physical Therapist29,"2975 W LIBERTY AVE, PITTSBURGH1",FALSE29
BCBS30,Blue Card PPO Basic30,PA30,Kaitlin30,M30,Blakeley30,,Novacare Rehabilitation30,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT30,3123 Green Garden Rd2,Aliquippa30,PA30,150040,(724) 378-82310,,Physical Therapist30,16495117700,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US30,KAITLIN30,,BLAKELEY30,Individual30,2975 W LIBERTY AVE2,PITTSBURGH30,PA30,15216-25490,412-572-31960,,Physical Therapist30,"2975 W LIBERTY AVE, PITTSBURGH2",FALSE30
BCBS31,Blue Card PPO Basic31,PA31,Kaitlin31,M31,Blakeley31,,Novacare Rehabilitation31,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT31,3124 Green Garden Rd1,Aliquippa31,PA31,150041,(724) 378-82311,,Physical Therapist31,16495117701,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US31,KAITLIN31,,BLAKELEY31,Individual31,2976 W LIBERTY AVE1,PITTSBURGH31,PA31,15216-25491,412-572-31961,,Physical Therapist31,"2976 W LIBERTY AVE, PITTSBURGH1",FALSE31
BCBS32,Blue Card PPO Basic32,PA32,Kaitlin32,M32,Blakeley32,,Novacare Rehabilitation32,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT32,3124 Green Garden Rd2,Aliquippa32,PA32,150042,(724) 378-82312,,Physical Therapist32,16495117702,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US32,KAITLIN32,,BLAKELEY32,Individual32,2976 W LIBERTY AVE2,PITTSBURGH32,PA32,15216-25492,412-572-31962,,Physical Therapist32,"2976 W LIBERTY AVE, PITTSBURGH2",FALSE32
BCBS33,Blue Card PPO Basic33,PA33,Kaitlin33,M33,Blakeley33,,Novacare Rehabilitation33,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT33,3125 Green Garden Rd1,Aliquippa33,PA33,150043,(724) 378-82313,,Physical Therapist33,16495117703,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US33,KAITLIN33,,BLAKELEY33,Individual33,2977 W LIBERTY AVE1,PITTSBURGH33,PA33,15216-25493,412-572-31963,,Physical Therapist33,"2977 W LIBERTY AVE, PITTSBURGH1",FALSE33
BCBS34,Blue Card PPO Basic34,PA34,Kaitlin34,M34,Blakeley34,,Novacare Rehabilitation34,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT34,3125 Green Garden Rd2,Aliquippa34,PA34,150044,(724) 378-82314,,Physical Therapist34,16495117704,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US34,KAITLIN34,,BLAKELEY34,Individual34,2977 W LIBERTY AVE2,PITTSBURGH34,PA34,15216-25494,412-572-31964,,Physical Therapist34,"2977 W LIBERTY AVE, PITTSBURGH2",FALSE34
BCBS35,Blue Card PPO Basic35,PA35,Kaitlin35,M35,Blakeley35,,Novacare Rehabilitation35,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT35,3126 Green Garden Rd1,Aliquippa35,PA35,150045,(724) 378-82315,,Physical Therapist35,16495117705,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US35,KAITLIN35,,BLAKELEY35,Individual35,2978 W LIBERTY AVE1,PITTSBURGH35,PA35,15216-25495,412-572-31965,,Physical Therapist35,"2978 W LIBERTY AVE, PITTSBURGH1",FALSE35
BCBS36,Blue Card PPO Basic36,PA36,Kaitlin36,M36,Blakeley36,,Novacare Rehabilitation36,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT36,3126 Green Garden Rd2,Aliquippa36,PA36,150046,(724) 378-82316,,Physical Therapist36,16495117706,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US36,KAITLIN36,,BLAKELEY36,Individual36,2978 W LIBERTY AVE2,PITTSBURGH36,PA36,15216-25496,412-572-31966,,Physical Therapist36,"2978 W LIBERTY AVE, PITTSBURGH2",FALSE36
BCBS37,Blue Card PPO Basic37,PA37,Kaitlin37,M37,Blakeley37,,Novacare Rehabilitation37,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT37,3127 Green Garden Rd1,Aliquippa37,PA37,150047,(724) 378-82317,,Physical Therapist37,16495117707,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US37,KAITLIN37,,BLAKELEY37,Individual37,2979 W LIBERTY AVE1,PITTSBURGH37,PA37,15216-25497,412-572-31967,,Physical Therapist37,"2979 W LIBERTY AVE, PITTSBURGH1",FALSE37
BCBS38,Blue Card PPO Basic38,PA38,Kaitlin38,M38,Blakeley38,,Novacare Rehabilitation38,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT38,3127 Green Garden Rd2,Aliquippa38,PA38,150048,(724) 378-82318,,Physical Therapist38,16495117708,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US38,KAITLIN38,,BLAKELEY38,Individual38,2979 W LIBERTY AVE2,PITTSBURGH38,PA38,15216-25498,412-572-31968,,Physical Therapist38,"2979 W LIBERTY AVE, PITTSBURGH2",FALSE38
